Policy_ID,claim_time_diff,incident_state,previous_claim_made,incident_hour_of_the_day,Claim_Amount,Incident_Type,Collision_Type,Incident_Severity,authorities_contacted,number_of_vehicles_involved,number_of_witnesses,property_damage,police_report_filed,injury_claim,property_claim,vehicle_claim,vehicle_age,car_model,bodyily_injuries,False_Flag,Driving Under Influence,Others,Traffic Violations,population,density,Age_of_Policyholder,Earned_Premium,Policy_Age,Insured_Gender,Policy_Deductible,Insured_Education,Insured_Relation,Insured_Occupation,Insured_Hobbies
29490,2,0.0064,1,22,8835,Multiple vehicles,Unknown,Major,Unknown,1,0,0,0,987,974,6899,2,Toyota Highlander,0,1,1,0,2,45509,732.9,33,51212,6,Female,1000,Masters,Self,IT Services,No Info
29490,7,0.00735,1,2,4904,Multiple vehicles,Front,Trivial,Fire Brigade,1,1,1,Unknown,561,518,3857,9,Accura TL,0,0,1,0,2,902,18.5,33,51212,6,Female,1000,Masters,Self,IT Services,No Info
29490,1,0.00735,1,15,1383,Parked Car,Rear,Major,Unknown,3,2,0,0,184,163,1050,14,BMW M5,0,0,1,0,2,902,18.5,33,51212,6,Female,1000,Masters,Self,IT Services,No Info
29490,2,0.00735,1,8,25599,Multiple vehicles,Front,Total Loss,Police,4,0,0,Unknown,3220,3056,19347,15,Toyota Corolla,1,1,1,0,2,902,18.5,33,51212,6,Female,1000,Masters,Self,IT Services,No Info
29491,2,0.0064,0,9,42350,Single vehicles,Unknown,Total Loss,Other,4,0,0,Unknown,4792,4932,32634,4,Toyota Highlander,0,1,3,2,4,2134,20.1,24,116935,3,Male,500,Unknown,Self,Finance,golf
29491,8,0.0063,1,14,172,Vehicle Theft,Rear,Trivial,Ambulance,3,3,0,0,52,21,127,12,Ford Escape,0,0,3,2,4,9,1.0,24,116935,3,Male,500,Unknown,Self,Finance,golf
29491,6,0.00795,1,17,82,Vehicle Theft,Front,Minor,Other,4,0,0,1,25,11,63,13,BMW X5,0,0,3,2,4,20765,11.3,24,116935,3,Male,500,Unknown,Self,Finance,golf
29491,9,0.00775,1,8,1367,Vehicle Theft,Front,Trivial,Fire Brigade,1,1,1,0,194,164,1024,1,BMW M5,0,0,3,2,4,7118,32.7,24,116935,3,Male,500,Unknown,Self,Finance,golf
29491,8,0.0073,1,3,24655,Multiple vehicles,Front,Major,Ambulance,3,0,1,1,3259,3395,18015,6,Nissan Ultima,0,1,3,2,4,2004,99.7,24,116935,3,Male,500,Unknown,Self,Finance,golf
29491,10,0.00635,1,3,32066,Multiple vehicles,Front,Total Loss,Other,4,0,0,1,4016,3286,24781,10,BMW X5,1,1,3,2,4,15370,246.0,24,116935,3,Male,500,Unknown,Self,Finance,golf
29491,2,0.00635,1,16,181,Single vehicles,Side,Trivial,Unknown,3,2,0,1,40,21,141,1,Honda CRV,0,0,3,2,4,29026,323.4,24,116935,3,Male,500,Unknown,Self,Finance,golf
29491,3,0.00705,1,14,32434,Multiple vehicles,Front,Total Loss,Ambulance,4,0,1,1,4182,4124,24141,0,Saab 93,0,1,3,2,4,271,0.5,24,116935,3,Male,500,Unknown,Self,Finance,golf
29492,10,0.0063,0,12,6419,Vehicle Theft,Side,Major,Fire Brigade,1,1,0,1,905,771,4766,15,Chevrolet Tahoe,1,0,0,0,1,2922,7.9,41,19106,10,Male,500,College,Self,Logistics,video-games
29492,6,0.0064,1,6,12305,Multiple vehicles,Front,Total Loss,Other,2,1,0,1,1319,1256,9759,14,Accura MDX,0,1,0,0,1,778,17901.7,41,19106,10,Male,500,College,Self,Logistics,video-games
29492,9,0.0063,1,20,765,Single vehicles,Side,Trivial,Unknown,1,0,0,0,124,95,567,13,Ford Fusion,0,0,0,0,1,2922,7.9,41,19106,10,Male,500,College,Self,Logistics,video-games
29493,3,0.0064,0,20,22921,Single vehicles,Side,Major,Unknown,4,3,1,0,3058,2605,17289,11,Toyota Highlander,0,1,0,3,1,1968,58.0,35,52500,6,Male,1000,PhD,Self,Management,camping
29493,2,0.0071,1,2,31402,Multiple vehicles,Front,Total Loss,Police,4,0,0,0,4392,4069,22954,2,Audi A3,0,1,0,3,1,471,12.5,35,52500,6,Male,1000,PhD,Self,Management,camping
29493,6,0.008,1,23,70,Vehicle Theft,Unknown,Trivial,Unknown,1,2,0,0,18,8,54,13,BMW 3 Series,0,0,0,3,1,1372,19.7,35,52500,6,Male,1000,PhD,Self,Management,camping
29493,5,0.0068,1,11,2308,Single vehicles,Side,Minor,Unknown,1,0,0,1,321,305,1699,13,Honda Accord,0,0,0,3,1,2503,15.1,35,52500,6,Male,1000,PhD,Self,Management,camping
29494,7,0.00805,0,11,13397,Multiple vehicles,Front,Total Loss,Fire Brigade,4,0,1,0,1789,1552,10070,14,Accura MDX,0,1,0,0,1,2087,21.9,42,14344,9,Unknown,500,Associate,Self,Management,dancing
29494,10,0.00805,1,5,322,Single vehicles,Front,Minor,Other,3,1,0,0,47,35,248,5,Unknown,0,0,0,0,1,2087,21.9,42,14344,9,Unknown,500,Associate,Self,Management,dancing
29494,1,0.00805,1,11,67,Multiple vehicles,Side,Trivial,Police,2,2,1,0,35,8,51,5,Unknown,0,0,0,0,1,2087,21.9,42,14344,9,Unknown,500,Associate,Self,Management,dancing
29494,3,0.00795,1,17,221,Single vehicles,Front,Minor,Other,4,0,0,Unknown,56,25,168,12,Mercedes E400,0,0,0,0,1,624,3.5,42,14344,9,Unknown,500,Associate,Self,Management,dancing
29494,9,0.00805,1,2,767,Single vehicles,Front,Minor,Police,1,2,0,Unknown,124,89,579,8,Nissan Maxima,0,0,0,0,1,2087,21.9,42,14344,9,Unknown,500,Associate,Self,Management,dancing
29495,7,0.0062,0,5,14540,Multiple vehicles,Front,Major,Fire Brigade,3,0,1,Unknown,1818,1925,10804,13,Suburu Forrestor,0,0,2,3,0,2571,9.1,36,42341,7,Female,500,PhD,Self,Management,bungee-jumping
29495,7,0.0073,1,8,348,Single vehicles,Side,Minor,Other,1,0,0,Unknown,46,46,262,12,Jeep Wrangler,0,0,2,3,0,59378,2123.8,36,42341,7,Female,500,PhD,Self,Management,bungee-jumping
29495,7,0.0063,1,15,7250,Multiple vehicles,Front,Total Loss,Unknown,1,1,0,0,984,946,5328,2,Suburu Forrestor,0,1,2,3,0,14589,32.2,36,42341,7,Female,500,PhD,Self,Management,bungee-jumping
29495,2,0.00775,1,2,153,Single vehicles,Rear,Minor,Other,1,2,0,0,43,20,114,7,Accura TL,0,0,2,3,0,671,2.2,36,42341,7,Female,500,PhD,Self,Management,bungee-jumping
29495,3,0.0077,1,10,21904,Multiple vehicles,Front,Major,Other,3,0,1,0,2264,2283,17376,2,Honda Civic,1,1,2,3,0,21847,70.8,36,42341,7,Female,500,PhD,Self,Management,bungee-jumping
29495,4,0.00795,1,8,2219,Vehicle Theft,Rear,Trivial,Unknown,3,0,0,Unknown,283,295,1647,1,Chevrolet Tahoe,0,0,2,3,0,26659,2578.3,36,42341,7,Female,500,PhD,Self,Management,bungee-jumping
29495,10,0.0063,1,10,163,Vehicle Theft,Rear,Minor,Ambulance,1,2,0,0,52,22,123,14,Ford F150,0,0,2,3,0,14589,32.2,36,42341,7,Female,500,PhD,Self,Management,bungee-jumping
29496,8,0.0072,0,10,6290,Single vehicles,Front,Total Loss,Other,1,0,1,0,786,659,4878,2,Toyota Highlander,0,1,0,1,2,5951,441.0,36,44386,6,Male,1000,High School,Self,Finance,movies
29496,4,0.0077,1,19,881,Vehicle Theft,Unknown,Minor,Police,1,2,1,1,154,111,649,10,Toyota Corolla,1,0,0,1,2,11557,1190.4,36,44386,6,Male,1000,High School,Self,Finance,movies
29496,6,0.0058,1,2,22325,Single vehicles,Front,Total Loss,Ambulance,3,0,1,0,2747,3024,16570,2,Ford F150,0,1,0,1,2,9776,13.7,36,44386,6,Male,1000,High School,Self,Finance,movies
29496,7,0.0063,1,18,16609,Multiple vehicles,Rear,Major,Police,2,0,1,0,1748,1748,13149,15,Audi A3,0,1,0,1,2,1771,14.1,36,44386,6,Male,1000,High School,Self,Finance,movies
29496,1,0.0077,1,11,4052,Single vehicles,Side,Minor,Unknown,3,0,0,Unknown,429,545,3101,7,BMW M5,1,0,0,1,2,11557,1190.4,36,44386,6,Male,1000,High School,Self,Finance,movies
29497,10,0.00645,0,19,3656,Single vehicles,Rear,Minor,Ambulance,2,2,0,Unknown,518,405,2759,11,Accura MDX,0,0,1,0,0,301,1.0,43,3808,12,Female,500,College,Self,Sales,yachting
29498,3,0.008,0,0,705,Vehicle Theft,Side,Trivial,Police,3,0,1,1,95,90,535,6,Unknown,1,0,0,1,2,751,4.8,34,60861,6,Male,1000,Masters,Self,Sales,yachting
29498,8,0.00735,1,15,1219,Parked Car,Side,Trivial,Other,1,0,1,Unknown,183,166,901,13,Audi A5,0,0,0,1,2,21353,915.0,34,60861,6,Male,1000,Masters,Self,Sales,yachting
29498,4,0.00735,1,23,6517,Multiple vehicles,Unknown,Total Loss,Fire Brigade,1,1,1,1,923,912,4717,7,Honda Civic,0,1,0,1,2,21353,915.0,34,60861,6,Male,1000,Masters,Self,Sales,yachting
29498,7,0.00545,1,1,281,Single vehicles,Rear,Trivial,Police,2,0,0,1,51,35,208,6,Suburu Forrestor,1,0,0,1,2,20,97.4,34,60861,6,Male,1000,Masters,Self,Sales,yachting
29498,3,0.0078,1,1,14956,Multiple vehicles,Front,Major,Fire Brigade,3,0,1,1,1864,1911,11192,9,Ford Escape,1,1,0,1,2,598,6.0,34,60861,6,Male,1000,Masters,Self,Sales,yachting
29498,3,0.00735,1,12,45703,Multiple vehicles,Front,Total Loss,Unknown,4,1,1,Unknown,6247,5547,33941,10,Audi A3,1,1,0,1,2,21353,915.0,34,60861,6,Male,1000,Masters,Self,Sales,yachting
29499,5,0.00805,0,17,450,Single vehicles,Side,Minor,Unknown,1,1,0,1,96,49,340,5,Saab 92x,0,0,2,1,2,36138,1497.9,36,50087,5,Male,500,Unknown,Self,Clerical,base-jumping
29499,3,0.00675,1,22,42822,Multiple vehicles,Front,Total Loss,Police,2,1,1,1,4402,5579,32875,7,Unknown,1,0,2,1,2,6614,67.5,36,50087,5,Male,500,Unknown,Self,Clerical,base-jumping
29499,7,0.00675,1,8,622,Single vehicles,Side,Trivial,Police,1,1,1,0,92,85,456,1,Accura RSX,0,0,2,1,2,6614,67.5,36,50087,5,Male,500,Unknown,Self,Clerical,base-jumping
29499,6,0.0045,1,11,1055,Vehicle Theft,Rear,Minor,Unknown,1,0,1,Unknown,119,123,823,1,Jeep Wrangler,0,0,2,1,2,52967,1244.4,36,50087,5,Male,500,Unknown,Self,Clerical,base-jumping
29499,5,0.00645,1,3,789,Single vehicles,Rear,Minor,Other,4,3,0,Unknown,118,103,576,0,Accura RSX,0,0,2,1,2,118,1.0,36,50087,5,Male,500,Unknown,Self,Clerical,base-jumping
29499,6,0.0073,1,4,7856,Parked Car,Front,Total Loss,Other,1,0,1,0,988,916,5960,14,Suburu Impreza,0,1,2,1,2,49383,2404.8,36,50087,5,Male,500,Unknown,Self,Clerical,base-jumping
29500,6,0.0058,0,9,5317,Multiple vehicles,Side,Total Loss,Other,3,3,0,0,604,660,4088,0,Accura RSX,0,1,1,5,0,874,111.7,37,66352,2,Male,1000,Unknown,Self,Finance,bungee-jumping
29500,9,0.0083,1,17,67494,Multiple vehicles,Unknown,Total Loss,Police,4,2,1,0,8564,9181,49767,4,Jeep Wrangler,1,1,1,5,0,143,42.8,37,66352,2,Male,1000,Unknown,Self,Finance,bungee-jumping
29500,10,0.0083,1,13,839,Vehicle Theft,Rear,Trivial,Other,3,2,1,Unknown,110,87,654,15,BMW 3 Series,0,0,1,5,0,143,42.8,37,66352,2,Male,1000,Unknown,Self,Finance,bungee-jumping
29501,5,0.0072,0,19,19974,Multiple vehicles,Side,Total Loss,Ambulance,4,2,0,0,2264,2572,15144,9,BMW M5,0,1,0,2,1,196,4.7,26,36926,5,Male,1000,Unknown,Self,Clerical,base-jumping
29501,5,0.0072,1,13,6780,Multiple vehicles,Front,Major,Other,3,1,1,1,906,766,5128,5,Saab 95,0,1,0,2,1,196,4.7,26,36926,5,Male,1000,Unknown,Self,Clerical,base-jumping
29501,3,0.0058,1,17,8542,Multiple vehicles,Rear,Major,Police,1,0,0,1,1129,871,6560,9,Accura RSX,1,0,0,2,1,2066,1.9,26,36926,5,Male,1000,Unknown,Self,Clerical,base-jumping
29501,9,0.0072,1,9,5858,Single vehicles,Rear,Major,Other,3,0,1,1,842,734,4307,14,Saab 95,0,1,0,2,1,196,4.7,26,36926,5,Male,1000,Unknown,Self,Clerical,base-jumping
29501,1,0.0072,1,14,573,Single vehicles,Rear,Minor,Unknown,1,0,0,1,107,78,421,1,Jeep Grand Cherokee,0,0,0,2,1,196,4.7,26,36926,5,Male,1000,Unknown,Self,Clerical,base-jumping
29502,4,0.0072,0,16,342,Single vehicles,Side,Minor,Other,1,2,0,0,55,42,265,9,Nissan Pathfinder,0,0,3,2,0,9227,208.0,41,67387,3,Male,500,College,Self,Others,kayaking
29502,8,0.00745,1,6,23713,Multiple vehicles,Front,Trivial,Unknown,4,3,1,Unknown,2513,3053,18177,5,BMW M5,0,1,3,2,0,35681,988.1,41,67387,3,Male,500,College,Self,Others,kayaking
29502,9,0.00735,1,4,17317,Multiple vehicles,Rear,Total Loss,Unknown,2,2,1,0,2440,2380,12514,15,Volkswagen Passat,0,1,3,2,0,162,3285.7,41,67387,3,Male,500,College,Self,Others,kayaking
29502,7,0.0083,1,4,35957,Multiple vehicles,Side,Total Loss,Police,2,3,1,Unknown,5041,3718,27210,15,Nissan Maxima,0,1,3,2,0,28018,1795.3,41,67387,3,Male,500,College,Self,Others,kayaking
29502,6,0.0067,1,10,166,Single vehicles,Front,Major,Police,1,2,1,Unknown,37,19,127,14,Volkswagen Jetta,1,0,3,2,0,197,13.1,41,67387,3,Male,500,College,Self,Others,kayaking
29503,1,0.00795,0,18,442,Multiple vehicles,Side,Trivial,Fire Brigade,1,2,1,0,67,58,339,13,Ford Escape,1,0,0,0,0,7420,86.8,53,1391,8,Female,500,PhD,Self,Armed Forces,basketball
29504,8,0.00675,0,13,6764,Vehicle Theft,Side,Total Loss,Other,1,0,0,Unknown,811,683,5305,5,Honda Accord,1,0,3,0,2,338,45.0,36,51019,5,Male,500,Associate,Self,IT Services,reading
29504,6,0.00675,1,22,314,Single vehicles,Rear,Trivial,Police,1,0,0,0,68,35,239,13,Ford F150,0,0,3,0,2,338,45.0,36,51019,5,Male,500,Associate,Self,IT Services,reading
29504,4,0.00665,1,6,35886,Multiple vehicles,Front,Total Loss,Other,4,1,1,1,4553,4903,26456,5,BMW M5,0,1,3,0,2,411,9.0,36,51019,5,Male,500,Associate,Self,IT Services,reading
29504,9,0.00675,1,18,7944,Multiple vehicles,Front,Total Loss,Other,1,0,0,Unknown,880,988,6094,10,Suburu Legacy,1,1,3,0,2,338,45.0,36,51019,5,Male,500,Associate,Self,IT Services,reading
29504,8,0.00675,1,10,3172,Single vehicles,Side,Minor,Other,1,2,0,1,408,321,2461,5,Nissan Ultima,0,0,3,0,2,338,45.0,36,51019,5,Male,500,Associate,Self,IT Services,reading
29505,3,0.0067,0,17,2035,Vehicle Theft,Front,Minor,Fire Brigade,1,2,1,Unknown,263,261,1520,6,Jeep Wrangler,0,1,0,0,1,4199,17.3,37,4213,11,Male,500,High School,Children,Others,chess
29505,10,0.0067,1,21,2095,Vehicle Theft,Side,Minor,Ambulance,1,2,0,1,241,214,1655,15,Suburu Forrestor,1,0,0,0,1,4199,17.3,37,4213,11,Male,500,High School,Children,Others,chess
29506,6,0.00745,0,4,2257,Single vehicles,Side,Minor,Other,1,1,0,1,287,315,1675,1,Chevrolet Tahoe,0,0,0,1,0,603,39.6,47,2191,11,Female,1000,College,Self,Others,reading
29507,8,0.0077,0,7,87,Single vehicles,Rear,Minor,Ambulance,3,2,1,0,29,12,64,3,Saab 93,0,0,2,1,2,21943,500.5,38,56856,6,Male,500,Associate,Self,Sales,cross-fit
29507,7,0.008,1,1,60181,Multiple vehicles,Side,Total Loss,Other,2,1,1,Unknown,8034,6956,45219,7,Dodge RAM,0,1,2,1,2,2896,31.3,38,56856,6,Male,500,Associate,Self,Sales,cross-fit
29508,6,0.0067,0,8,32059,Parked Car,Rear,Total Loss,Police,4,0,1,1,3243,4317,24523,2,Mercedes E400,1,1,0,4,1,582,12.7,27,52793,6,Male,500,Associate,Self,Armed Forces,cross-fit
29508,10,0.008,1,1,6240,Multiple vehicles,Side,Major,Other,1,3,0,1,715,732,4803,5,Saab 92x,0,1,0,4,1,1075,8.0,27,52793,6,Male,500,Associate,Self,Armed Forces,cross-fit
29508,10,0.009000000000000001,1,21,9259,Multiple vehicles,Unknown,Major,Other,3,3,0,Unknown,1104,1129,7046,0,Chevrolet Malibu,1,1,0,4,1,38,1144.9,27,52793,6,Male,500,Associate,Self,Armed Forces,cross-fit
29508,10,0.008,1,20,8402,Multiple vehicles,Side,Total Loss,Other,1,3,0,1,1041,1116,6272,11,Nissan Maxima,0,1,0,4,1,1075,8.0,27,52793,6,Male,500,Associate,Self,Armed Forces,cross-fit
29509,10,0.008,0,16,98,Single vehicles,Front,Minor,Unknown,2,2,1,1,29,12,74,13,Chevrolet Malibu,0,0,1,0,0,252,3.1,37,20655,12,Male,1000,Associate,Self,Logistics,exercise
29509,5,0.00655,1,5,8630,Multiple vehicles,Front,Total Loss,Unknown,2,2,1,Unknown,1226,880,6546,1,Jeep Grand Cherokee,0,0,1,0,0,1217,4.0,37,20655,12,Male,1000,Associate,Self,Logistics,exercise
29509,1,0.00655,1,14,3558,Single vehicles,Side,Minor,Unknown,3,2,0,1,397,399,2794,1,Saab 95,0,0,1,0,0,1217,4.0,37,20655,12,Male,1000,Associate,Self,Logistics,exercise
29509,10,0.00655,1,8,7543,Multiple vehicles,Unknown,Total Loss,Other,1,0,0,1,956,936,5679,12,Dodge Neon,0,0,1,0,0,1217,4.0,37,20655,12,Male,1000,Associate,Self,Logistics,exercise
29510,3,0.00495,0,6,1714,Single vehicles,Front,Trivial,Ambulance,1,2,0,Unknown,223,228,1279,15,Mercedes ML350,0,0,1,1,1,61,3.1,36,26039,7,Male,1000,Masters,Self,Finance,basketball
29510,2,0.00495,1,6,26076,Multiple vehicles,Front,Major,Other,2,1,1,0,2779,3225,20097,15,BMW X6,0,1,1,1,1,61,3.1,36,26039,7,Male,1000,Masters,Self,Finance,basketball
29510,2,0.0066,1,8,72,Multiple vehicles,Side,Minor,Fire Brigade,1,2,0,Unknown,13,10,55,15,Toyota Highlander,0,0,1,1,1,3405,26.0,36,26039,7,Male,1000,Masters,Self,Finance,basketball
29511,9,0.0083,0,1,2379,Single vehicles,Side,Trivial,Unknown,1,2,0,0,308,263,1826,0,Accura MDX,0,0,3,3,2,5777,24.1,23,116654,3,Male,500,Associate,Self,IT Services,No Info
29511,10,0.0063,1,17,176,Vehicle Theft,Side,Minor,Other,4,2,0,1,34,19,137,13,Honda Accord,0,0,3,3,2,35035,140.6,23,116654,3,Male,500,Associate,Self,IT Services,No Info
29511,4,0.0083,1,9,13052,Multiple vehicles,Side,Trivial,Ambulance,2,3,1,0,1801,1393,9881,3,Ford Escape,0,0,3,3,2,5777,24.1,23,116654,3,Male,500,Associate,Self,IT Services,No Info
29511,8,0.00675,1,0,23395,Multiple vehicles,Unknown,Total Loss,Police,4,3,1,1,2734,3077,17612,0,Mercedes E400,1,0,3,3,2,2491,2.9,23,116654,3,Male,500,Associate,Self,IT Services,No Info
29511,10,0.0058,1,2,28186,Multiple vehicles,Rear,Total Loss,Other,3,0,1,0,2842,2985,22366,5,Chevrolet Tahoe,0,1,3,3,2,9930,1914.7,23,116654,3,Male,500,Associate,Self,IT Services,No Info
29511,6,0.0083,1,9,63464,Multiple vehicles,Unknown,Total Loss,Other,4,0,1,Unknown,8267,8282,46948,13,Saab 95,0,1,3,3,2,5777,24.1,23,116654,3,Male,500,Associate,Self,IT Services,No Info
29512,6,0.006999999999999999,0,18,12616,Multiple vehicles,Front,Total Loss,Police,4,1,1,1,1638,1710,9287,1,Saab 92x,0,1,0,1,2,964,8.1,28,24541,9,Female,1000,Associate,Spouse,Unknown,bungee-jumping
29512,5,0.0062,1,18,203,Vehicle Theft,Side,Minor,Police,1,2,0,0,54,26,151,11,Nissan Ultima,0,0,0,1,2,5334,4018.1,28,24541,9,Female,1000,Associate,Spouse,Unknown,bungee-jumping
29512,9,0.00675,1,10,3861,Single vehicles,Side,Minor,Ambulance,3,2,0,1,425,441,3028,0,Dodge Neon,1,0,0,1,2,954,1.4,28,24541,9,Female,1000,Associate,Spouse,Unknown,bungee-jumping
29512,5,0.0073,1,3,6402,Multiple vehicles,Front,Total Loss,Unknown,1,0,0,1,905,701,4804,10,Audi A3,0,1,0,1,2,3505,65.7,28,24541,9,Female,1000,Associate,Spouse,Unknown,bungee-jumping
29512,9,0.00735,1,21,3177,Vehicle Theft,Side,Major,Police,3,0,1,Unknown,439,416,2333,7,Dodge RAM,0,0,0,1,2,4628,12.7,28,24541,9,Female,1000,Associate,Spouse,Unknown,bungee-jumping
29513,4,0.00635,0,16,21488,Multiple vehicles,Front,Total Loss,Other,2,0,0,1,2441,2738,16335,13,Chevrolet Tahoe,0,1,0,1,1,15370,246.0,23,29327,9,Female,500,College,Self,"Factory, heavy industry",reading
29513,6,0.0073,1,9,2987,Single vehicles,Front,Trivial,Fire Brigade,3,2,0,Unknown,446,404,2165,3,Audi A3,0,0,0,1,1,53256,6574.4,23,29327,9,Female,500,College,Self,"Factory, heavy industry",reading
29513,8,0.00795,1,19,3012,Single vehicles,Rear,Minor,Police,2,0,0,0,370,327,2326,3,Ford Escape,0,0,0,1,1,322,3.8,23,29327,9,Female,500,College,Self,"Factory, heavy industry",reading
29513,8,0.0077,1,16,1840,Parked Car,Front,Trivial,Police,1,1,0,Unknown,240,201,1409,15,Toyota Highlander,0,0,0,1,1,4872,8.1,23,29327,9,Female,500,College,Self,"Factory, heavy industry",reading
29515,3,0.00805,0,21,37617,Multiple vehicles,Side,Major,Unknown,3,0,1,0,3790,4042,29805,7,Nissan Maxima,0,0,1,0,3,519,7.1,23,58624,5,Male,1000,Associate,Self,IT Services,No Info
29515,2,0.006999999999999999,1,3,4187,Vehicle Theft,Rear,Minor,Other,1,2,1,Unknown,474,575,3170,12,Accura RSX,0,1,1,0,3,1105,7.7,23,58624,5,Male,1000,Associate,Self,IT Services,No Info
29515,8,0.0067,1,7,5405,Multiple vehicles,Front,Total Loss,Fire Brigade,1,1,0,Unknown,723,748,3951,8,Honda Civic,0,1,1,0,3,7462,75.8,23,58624,5,Male,1000,Associate,Self,IT Services,No Info
29515,1,0.00805,1,19,17865,Multiple vehicles,Rear,Total Loss,Ambulance,4,0,1,1,1946,2449,13493,8,Suburu Impreza,1,1,1,0,3,519,7.1,23,58624,5,Male,1000,Associate,Self,IT Services,No Info
29516,2,0.00795,0,14,146,Single vehicles,Rear,Major,Unknown,2,0,0,0,45,17,114,7,BMW M5,1,0,1,2,0,933,17.4,26,44520,7,Male,1000,PhD,Self,Clerical,cross-fit
29516,7,0.00675,1,13,178,Single vehicles,Front,Trivial,Other,1,0,0,1,35,20,136,10,Ford F150,0,0,1,2,0,417,9.5,26,44520,7,Male,1000,PhD,Self,Clerical,cross-fit
29516,10,0.00705,1,1,26814,Multiple vehicles,Unknown,Trivial,Ambulance,4,0,0,0,2795,2960,21085,4,Honda Accord,0,1,1,2,0,1114,2.7,26,44520,7,Male,1000,PhD,Self,Clerical,cross-fit
29516,3,0.00705,1,2,8555,Multiple vehicles,Side,Major,Fire Brigade,3,1,1,1,1182,1121,6258,1,Nissan Pathfinder,0,1,1,2,0,1352,4.9,26,44520,7,Male,1000,PhD,Self,Clerical,cross-fit
29516,1,0.00675,1,3,11379,Multiple vehicles,Side,Total Loss,Police,2,1,0,Unknown,1588,1576,8244,10,Honda Civic,1,1,1,2,0,1875,2.0,26,44520,7,Male,1000,PhD,Self,Clerical,cross-fit
29516,6,0.0071,1,2,1010,Vehicle Theft,Rear,Minor,Police,1,1,0,1,113,110,796,12,Dodge RAM,1,0,1,2,0,429,50.9,26,44520,7,Male,1000,PhD,Self,Clerical,cross-fit
29517,4,0.00665,0,14,4161,Single vehicles,Rear,Trivial,Police,2,2,0,Unknown,576,485,3108,13,Honda Civic,0,0,0,0,1,1699,4.5,54,16106,12,Female,500,Masters,Spouse,Clerical,movies
29517,5,0.00665,1,3,9580,Multiple vehicles,Unknown,Major,Other,1,0,1,Unknown,1222,1264,7106,11,BMW M5,1,0,0,0,1,1699,4.5,54,16106,12,Female,500,Masters,Spouse,Clerical,movies
29517,7,0.00665,1,16,2795,Vehicle Theft,Rear,Minor,Ambulance,1,2,0,0,369,359,2073,3,Accura MDX,1,0,0,0,1,1699,4.5,54,16106,12,Female,500,Masters,Spouse,Clerical,movies
29517,2,0.00665,1,2,54,Vehicle Theft,Side,Minor,Other,1,2,1,0,12,7,40,7,BMW X5,0,0,0,0,1,1699,4.5,54,16106,12,Female,500,Masters,Spouse,Clerical,movies
29518,6,0.00805,0,4,1367,Single vehicles,Side,Trivial,Unknown,2,2,0,1,164,149,1075,2,Chevrolet Tahoe,0,0,0,0,1,32744,1273.4,50,1339,7,Male,500,PhD,Self,Management,No Info
29519,4,0.00635,0,23,3108,Single vehicles,Side,Minor,Police,1,0,0,Unknown,446,402,2274,10,Dodge RAM,0,0,0,0,1,26267,837.0,49,3271,12,Female,500,Associate,Spouse,IT Services,exercise
29520,9,0.00735,0,17,6349,Multiple vehicles,Front,Trivial,Other,1,2,0,Unknown,726,646,4986,14,BMW M5,0,1,0,0,1,200,97.2,53,10384,11,Female,500,College,Self,Logistics,board-games
29520,7,0.0061,1,1,515,Single vehicles,Rear,Trivial,Other,1,3,0,Unknown,97,53,400,7,Honda CRV,0,0,0,0,1,141,1.1,53,10384,11,Female,500,College,Self,Logistics,board-games
29520,9,0.00735,1,1,3000,Single vehicles,Rear,Minor,Unknown,1,0,1,0,376,388,2268,3,Mercedes C300,0,0,0,0,1,200,97.2,53,10384,11,Female,500,College,Self,Logistics,board-games
29521,7,0.00795,0,13,1285,Vehicle Theft,Rear,Trivial,Other,1,0,0,0,180,158,964,4,Nissan Ultima,0,0,1,3,1,42002,2166.7,39,146032,4,Male,500,College,Self,Armed Forces,kayaking
29521,8,0.00725,1,4,54676,Multiple vehicles,Front,Total Loss,Police,4,1,1,Unknown,5848,6325,42530,14,Honda Accord,0,1,1,3,1,2962,30.5,39,146032,4,Male,500,College,Self,Armed Forces,kayaking
29521,2,0.00795,1,16,59,Single vehicles,Side,Minor,Other,1,0,0,Unknown,37,8,43,14,Accura MDX,0,0,1,3,1,42002,2166.7,39,146032,4,Male,500,College,Self,Armed Forces,kayaking
29521,10,0.00795,1,22,34806,Multiple vehicles,Side,Total Loss,Police,4,2,1,Unknown,4577,3736,26512,5,Volkswagen Jetta,0,1,1,3,1,677,3.1,39,146032,4,Male,500,College,Self,Armed Forces,kayaking
29521,3,0.00675,1,15,14459,Multiple vehicles,Rear,Total Loss,Unknown,4,1,1,1,1722,1525,11230,5,Dodge Neon,0,1,1,3,1,312,20.9,39,146032,4,Male,500,College,Self,Armed Forces,kayaking
29521,6,0.00795,1,3,64655,Multiple vehicles,Front,Trivial,Other,4,3,0,Unknown,7731,6542,50393,1,Accura TL,1,1,1,3,1,42002,2166.7,39,146032,4,Male,500,College,Self,Armed Forces,kayaking
29521,7,0.0045,1,19,1927,Single vehicles,Rear,Trivial,Unknown,1,0,0,0,229,232,1488,6,BMW X6,0,0,1,3,1,11172,23.4,39,146032,4,Male,500,College,Self,Armed Forces,kayaking
